;ID;Genero;Edad;Profesion;Experiencia laboral;Gastoscore;Family_Size;Generacion;Ingresos anuales brutos;Provincia;Digital_encuesta;Gasto_medio_mensual_cuota;Abandono;Dias_cliente
383;CLI385;0;30;0;2;2;2;3;26804;42;0.663;30;1;393
384;CLI386;1;39;0;1;0;3;3;30079;30;1.376;30;0;60
385;CLI387;0;45;0;0;2;2;1;127853;23;1.215;50;1;155
386;CLI388;0;54;0;0;2;3;1;91418;8;15.215;80;1;368
387;CLI389;0;51;0;0;2;2;1;58505;28;0.622;30;0;143
388;CLI390;0;34;3;1;1;2;3;21815;24;2.02;30;0;155
389;CLI391;1;54;5;0;1;1;1;121883;33;1.052;50;1;237
390;CLI392;0;29;0;2;1;1;3;26554;35;2.582;30;0;405
391;CLI393;1;47;5;0;0;2;1;49063;44;11.305;50;1;370
392;CLI394;0;33;0;1;1;4;3;22790;3;1.721;30;1;316
393;CLI395;0;77;0;0;2;4;1;98977;26;0.994;80;0;521
394;CLI396;0;31;0;2;1;1;3;27627;7;0.962;30;0;195
395;CLI397;0;98;8;0;0;1;0;66627;12;1.267;30;1;392
396;CLI398;0;46;1;0;0;4;1;93705;49;1.248;30;0;273
397;CLI399;0;41;7;1;2;3;3;94044;0;1.215;30;1;222
398;CLI400;1;32;2;1;2;3;3;22882;25;1.491;30;0;306
399;CLI401;0;75;0;0;0;2;1;60671;12;0.798;50;1;197
400;CLI402;0;28;4;2;1;1;3;20804;16;14.085;30;1;235
401;CLI403;1;32;3;1;1;1;3;26703;42;1.399;30;0;440
402;CLI404;0;53;5;0;1;2;1;117718;21;1.189;50;0;546
403;CLI405;0;56;5;0;2;3;1;37893;34;1.717;30;1;314
404;CLI406;0;44;4;0;0;5;1;31950;36;1.399;30;0;134
405;CLI407;1;52;0;0;2;6;1;115273;28;0.837;30;1;155
406;CLI408;1;43;2;0;0;3;3;94572;37;1.606;30;0;175
407;CLI409;1;39;2;1;2;4;3;19488;33;1.284;30;0;151
408;CLI410;0;21;3;2;1;3;2;13058;46;1.374;30;0;429
409;CLI411;0;23;3;2;1;1;2;22851;4;14.085;30;0;600
410;CLI412;1;51;7;0;2;3;1;120010;22;1.404;80;0;521
411;CLI413;1;95;8;0;1;1;0;127275;29;1.737;50;0;495
412;CLI414;1;73;0;0;0;2;1;32384;18;1.482;30;1;242
413;CLI415;1;46;6;0;1;5;1;22725;22;0.974;30;0;253
414;CLI416;0;80;8;0;0;2;0;124259;43;1.17;50;0;450
415;CLI417;1;79;4;0;1;1;0;125455;17;1.365;120;0;486
416;CLI418;1;58;0;0;1;3;1;36290;12;0.935;30;0;600
417;CLI419;0;43;0;0;2;2;3;81576;42;1.468;50;0;51
418;CLI420;0;30;1;2;1;1;3;22706;43;1.859;30;0;81
419;CLI421;1;69;7;0;2;1;1;73552;25;1.052;30;0;326
420;CLI422;0;25;3;2;1;3;2;19442;41;3.065;30;0;508
421;CLI423;0;33;7;1;1;4;3;29490;6;1.79;30;1;267
422;CLI424;0;43;0;0;2;2;3;75608;48;1.422;50;0;324
423;CLI425;1;29;0;2;2;3;3;20364;21;2.271;30;0;508
424;CLI426;0;55;7;0;1;3;1;120220;47;1.697;80;0;291
425;CLI427;0;50;0;0;2;2;1;31139;11;1.678;30;0;281
426;CLI428;0;68;7;0;1;1;1;91194;22;1.111;120;1;161
427;CLI429;0;30;5;2;1;3;3;23421;29;1.629;30;1;278
428;CLI430;1;63;7;0;1;1;1;121886;5;1.482;50;0;145
429;CLI431;0;33;4;1;2;7;3;22215;40;1.33;30;0;397
430;CLI432;1;35;3;1;1;4;3;21518;7;1.79;30;0;540
431;CLI433;1;20;2;2;1;5;2;17630;26;2.754;30;0;465
432;CLI434;1;52;0;0;1;3;1;22173;12;0.935;30;0;111
433;CLI435;0;35;0;1;1;4;3;23241;9;1.077;30;0;555
434;CLI436;0;35;4;1;1;3;3;31172;29;1.307;30;0;466
435;CLI437;1;74;5;0;2;4;1;76151;22;1.228;80;0;468
436;CLI438;0;85;8;0;0;2;0;126168;3;1.658;50;0;325
437;CLI439;1;87;8;0;2;2;0;99976;2;1.619;120;0;599
438;CLI440;1;34;7;1;1;1;3;20764;41;1.537;30;0;489
439;CLI441;1;46;0;0;1;3;1;27449;24;1.658;30;1;322
440;CLI442;0;20;8;2;1;6;2;20495;13;2.823;30;0;471
441;CLI443;1;55;0;0;2;4;1;29295;28;1.111;30;1;194
442;CLI444;1;78;0;0;2;5;1;43261;39;1.17;30;0;198
443;CLI445;0;79;8;0;1;3;0;24569;3;1.678;30;0;299
444;CLI446;1;52;0;0;1;3;1;36616;10;0.974;30;1;349
445;CLI447;1;50;0;0;2;2;1;36771;45;0.955;50;0;216
446;CLI448;0;44;4;0;1;5;1;102801;26;1.123;30;1;235
447;CLI449;0;40;4;1;1;1;3;34665;45;1.307;30;1;189
448;CLI450;0;46;0;0;1;1;1;63045;4;0.779;50;0;289
449;CLI451;1;33;3;1;1;4;3;20360;1;0.985;30;1;160
450;CLI452;0;32;3;1;1;4;3;27906;30;0.916;30;1;236
451;CLI453;1;31;4;2;1;5;3;22200;31;2.066;30;0;87
452;CLI454;1;24;3;2;1;2;2;13250;19;1.547;30;0;111
453;CLI455;1;94;8;0;1;1;0;87619;22;1.248;120;1;124
454;CLI456;0;44;0;0;2;2;1;53091;46;1.169;50;0;480
455;CLI457;0;57;0;0;2;2;1;53769;17;1.697;50;0;382
456;CLI458;1;52;0;0;1;1;1;82303;37;1.326;50;0;402
457;CLI459;1;29;0;2;1;6;3;25764;35;1.374;30;0;301
458;CLI460;0;61;6;0;1;1;1;107371;34;0.955;50;1;152
459;CLI461;0;22;5;2;1;4;2;16536;16;2.961;30;1;151
460;CLI462;0;96;8;0;0;2;0;117837;35;1.326;50;0;192
461;CLI463;1;31;3;2;1;2;3;18208;21;1.077;30;0;64
462;CLI464;1;42;0;0;1;2;3;42889;47;1.261;30;1;293
463;CLI465;1;46;7;0;1;2;1;60864;2;1.639;30;1;107
464;CLI466;1;46;6;0;0;6;1;101456;4;1.717;30;0;457
465;CLI467;0;32;4;1;1;4;3;24236;24;1.422;30;0;593
466;CLI468;1;35;5;1;1;4;3;29593;10;1.353;30;0;509
467;CLI469;1;42;2;0;0;5;3;29313;16;1.652;30;0;332
468;CLI470;0;65;0;0;0;2;1;114614;18;1.639;120;0;265
469;CLI471;1;24;3;2;1;2;2;16514;16;2.823;30;0;451
470;CLI472;0;29;1;2;1;1;3;27361;32;1.788;30;0;91
471;CLI473;0;86;0;0;0;2;0;100443;42;1.189;50;0;479
472;CLI474;0;35;3;1;1;3;3;31084;40;1.353;30;0;592
473;CLI475;1;41;0;1;2;4;3;36904;0;1.353;30;0;473
474;CLI476;1;41;3;1;0;4;3;37904;32;0.686;30;0;85
475;CLI477;1;74;8;0;1;2;1;42732;20;1.287;30;0;294
476;CLI478;1;52;0;0;0;4;1;120328;14;1.248;200;0;555
477;CLI479;0;75;8;0;0;2;1;119699;14;1.385;50;1;381
478;CLI480;1;33;3;1;1;5;3;24564;17;1.169;30;0;337
479;CLI481;0;53;7;0;1;1;1;26593;47;0.779;30;0;575
480;CLI482;0;47;0;0;1;1;1;91724;37;1.091;50;1;145
481;CLI483;1;36;3;1;1;2;3;18653;0;0.732;30;1;100
482;CLI484;1;34;3;1;2;5;3;19709;18;1.698;30;0;187
483;CLI485;1;35;3;1;1;2;3;23215;21;0.824;30;0;513
484;CLI486;0;23;3;2;1;4;2;17793;22;12.015;30;1;363
485;CLI487;0;32;1;1;1;4;3;24844;31;1.721;30;0;321
486;CLI488;0;39;0;1;1;2;3;23359;16;0.663;30;0;48
487;CLI489;1;51;0;0;1;3;1;102512;24;1.561;30;1;297
488;CLI490;0;42;0;0;0;2;3;50875;24;1.537;50;1;287
489;CLI491;0;35;3;1;1;3;3;31700;42;1.491;30;0;492
490;CLI492;0;31;0;2;1;7;3;23122;34;0.847;30;1;358
491;CLI493;0;75;8;0;1;1;1;112345;31;0.974;50;0;502
492;CLI494;0;50;0;0;1;1;1;61925;23;1.58;50;0;458
493;CLI495;1;64;0;0;2;3;1;33639;34;0.798;30;0;228
494;CLI496;1;31;7;2;1;2;3;25391;19;0.709;30;0;107
495;CLI497;0;35;3;1;1;3;3;30346;45;2.066;30;0;50
496;CLI498;1;33;5;1;1;1;3;24766;15;1.169;30;0;505
497;CLI499;0;46;1;0;2;4;1;120002;3;0.779;200;0;326
498;CLI500;1;24;8;2;1;6;2;16393;4;2.927;30;0;104
499;CLI501;1;45;0;0;1;3;1;70725;41;1.261;30;0;496
500;CLI502;0;20;3;2;1;4;2;21815;25;1.581;30;1;339
501;CLI503;0;32;3;1;1;3;3;18450;24;1.629;30;0;267
502;CLI504;0;36;3;1;1;3;3;21532;30;1.215;30;1;182
503;CLI505;1;52;0;0;1;1;1;108358;20;1.365;120;1;276
504;CLI506;0;63;5;0;1;2;1;116106;37;1.072;50;0;515
505;CLI507;1;40;2;1;1;3;3;92218;23;1.836;30;1;184
506;CLI508;1;63;2;0;0;3;1;28816;34;1.658;30;0;248
507;CLI509;1;20;3;2;1;2;2;14079;1;2.478;30;0;528
508;CLI510;1;57;0;0;2;5;1;29517;19;0.876;30;0;115
509;CLI511;1;57;0;0;2;6;1;77948;43;1.443;30;0;578
510;CLI512;1;56;0;0;1;4;1;76096;11;1.267;30;0;427
511;CLI513;0;41;7;1;2;2;3;113239;47;1.146;50;0;476
512;CLI514;1;40;6;1;1;1;3;68924;15;1.307;50;1;168
513;CLI515;0;32;3;1;1;3;3;26351;1;1.79;30;0;113
514;CLI516;1;50;0;0;2;4;1;117783;19;1.678;80;0;362
515;CLI517;1;67;0;0;1;1;1;85437;46;0.74;50;0;243
516;CLI518;1;57;7;0;2;4;1;96695;6;0.798;80;0;544
517;CLI519;0;54;1;0;1;1;1;81575;6;1.189;50;0;341
518;CLI520;1;44;7;0;2;2;1;104006;0;1.951;50;1;104
519;CLI521;0;34;3;1;1;5;3;27324;12;1.123;30;0;581
520;CLI522;1;46;7;0;1;3;1;50845;15;0.994;30;1;158
521;CLI523;1;56;4;0;2;5;1;80666;27;1.482;30;1;101
522;CLI524;0;46;3;0;1;1;1;123873;38;15.215;50;1;380
523;CLI525;1;32;5;1;1;4;3;24778;22;0.962;30;1;299
524;CLI526;0;36;3;1;1;1;3;28988;1;1.813;30;1;198
525;CLI527;1;30;3;2;1;3;3;19387;44;1.514;30;0;263
526;CLI528;0;23;3;2;1;4;2;19003;25;2.72;30;0;432
527;CLI529;1;39;0;1;2;3;3;30332;1;1.054;30;1;266
528;CLI530;0;46;5;0;1;1;1;87433;16;1.424;50;1;115
529;CLI531;0;45;0;0;1;1;1;43735;47;1.698;50;1;243
530;CLI532;1;43;0;0;1;3;3;99287;12;1.928;30;0;550
531;CLI533;0;31;5;2;1;1;3;30104;33;1.468;30;1;364
532;CLI534;0;50;4;0;2;1;1;83134;39;1.091;50;1;297
533;CLI535;0;67;5;0;2;2;1;93005;35;0.974;50;0;308
534;CLI536;1;68;0;0;2;4;1;124263;8;0.955;80;0;416
535;CLI537;1;72;7;0;2;2;1;54928;36;1.17;50;0;564
536;CLI538;1;50;5;0;2;2;1;74599;22;1.482;50;0;486
537;CLI539;0;29;4;2;1;2;3;21680;42;1.443;30;0;379
538;CLI540;0;28;0;2;1;5;3;24973;12;2.237;30;0;114
539;CLI541;0;50;0;0;2;4;1;25789;15;1.072;30;0;367
540;CLI542;1;47;2;0;0;4;1;49093;24;1.404;30;1;355
541;CLI543;1;54;2;0;0;3;1;110237;12;0.74;80;0;315
542;CLI544;1;61;0;0;2;2;1;37614;16;0.603;50;0;589
543;CLI545;0;41;0;1;1;1;3;59680;15;1.238;50;0;548
544;CLI546;1;72;7;0;0;2;1;46258;1;0.7;50;0;60
545;CLI547;0;35;8;1;1;5;3;19417;33;1.537;30;0;514
546;CLI548;0;43;4;0;1;3;3;23890;46;0.939;30;0;126
547;CLI549;0;44;0;0;2;2;1;86087;2;1.675;50;0;156
548;CLI550;1;79;7;0;2;3;0;112958;20;1.17;80;0;200
549;CLI551;0;42;1;0;1;1;3;40010;10;1.376;30;0;247
550;CLI552;1;29;6;2;1;5;3;20704;7;13.395;30;1;257
551;CLI553;1;33;5;1;1;3;3;28786;18;0.824;30;0;136
552;CLI554;1;56;1;0;1;1;1;100155;10;1.013;50;1;400
553;CLI555;1;63;6;0;1;4;1;40138;46;0.798;30;0;264
554;CLI556;0;34;3;1;1;1;3;30112;8;1.1;30;0;522
555;CLI557;1;43;0;0;1;1;3;76468;4;1.997;50;1;250
556;CLI558;0;33;4;1;1;4;3;25249;0;1.284;30;0;374
557;CLI559;0;47;0;0;2;3;1;36106;21;1.58;30;0;381
558;CLI560;1;30;3;2;1;1;3;25731;48;1.031;30;0;217
559;CLI561;0;51;0;0;2;4;1;103734;40;0.915;30;0;231
560;CLI562;1;47;0;0;1;2;1;25968;38;1.561;30;1;393
561;CLI563;1;76;8;0;1;1;1;121626;22;1.111;50;0;386
562;CLI564;1;31;7;2;2;4;3;31279;27;1.146;30;0;406
563;CLI565;1;47;7;0;1;1;1;24629;30;1.111;30;0;100
564;CLI566;0;30;3;2;1;5;3;24546;16;1.077;30;0;77
565;CLI567;0;31;3;2;1;3;3;26060;10;1.146;30;0;501
566;CLI568;1;36;0;1;1;4;3;24679;41;1.606;30;0;229
567;CLI569;0;33;4;1;1;1;3;31449;25;1.951;30;1;198
568;CLI570;1;64;3;0;1;2;1;90868;40;1.404;120;0;478
569;CLI571;0;42;4;0;1;4;3;42383;11;1.537;30;1;199
570;CLI572;0;34;0;1;1;4;3;27578;34;1.491;30;0;119
571;CLI573;1;35;2;1;2;5;3;31907;31;1.491;30;0;275
572;CLI574;1;50;0;0;2;4;1;54168;16;0.661;30;0;399
573;CLI575;1;73;0;0;1;3;1;122787;39;1.619;80;1;347
574;CLI576;0;56;0;0;2;3;1;68496;6;1.717;80;0;224
575;CLI577;0;65;0;0;2;2;1;39180;9;1.639;50;0;399
576;CLI578;0;44;4;0;1;1;1;120411;30;2.043;50;0;576
577;CLI579;1;51;0;0;2;5;1;102558;22;1.326;30;0;39
578;CLI580;1;22;3;2;1;6;2;12266;46;2.996;30;0;259
579;CLI581;0;92;8;0;0;2;0;22751;22;1.639;30;0;499
580;CLI582;0;45;6;0;1;1;1;112217;12;1.399;50;0;474
581;CLI583;1;56;0;0;2;3;1;77602;2;0.642;30;0;412
582;CLI584;1;63;7;0;2;5;1;100628;42;0.622;30;1;135
583;CLI585;0;36;5;1;1;1;3;30886;32;1.928;30;0;458
584;CLI586;1;28;6;2;1;3;3;28251;24;2.34;30;0;401
585;CLI587;1;61;0;0;2;3;1;126764;21;1.737;80;0;213
586;CLI588;0;62;2;0;0;4;1;37583;36;1.209;30;1;292
587;CLI589;1;85;8;0;1;1;0;128626;14;11.305;50;1;276
588;CLI590;1;33;3;1;1;2;3;18565;12;1.836;30;0;35
589;CLI591;1;25;3;2;1;5;2;30696;46;0.995;30;0;129
590;CLI592;0;47;0;0;1;4;1;47465;41;1.717;30;0;493
591;CLI593;1;43;7;0;1;1;3;96178;12;1.422;50;0;58
592;CLI594;1;32;2;1;0;2;3;24426;46;0.732;30;1;121
593;CLI595;1;41;5;1;1;2;3;64489;8;2.043;50;0;387
594;CLI596;0;50;4;0;1;2;1;93899;48;0.681;120;0;217
595;CLI597;1;53;2;0;0;2;1;109223;7;1.6;120;0;490
596;CLI598;1;30;7;2;2;4;3;29117;16;1.583;30;0;131
597;CLI599;0;66;7;0;1;4;1;125516;10;1.15;200;1;337
598;CLI600;1;50;7;0;2;3;1;23355;46;1.052;30;0;570
599;CLI601;1;34;3;1;1;1;3;29054;40;1.169;30;0;482
600;CLI602;1;36;5;1;1;4;3;22249;46;1.813;30;0;228
601;CLI603;1;20;8;2;0;4;2;14920;32;1.374;30;0;272
602;CLI604;0;53;0;0;2;3;1;124702;2;1.306;80;0;170
603;CLI605;0;91;8;0;1;2;0;72922;23;0.661;30;0;291
604;CLI606;1;63;2;0;1;4;1;63292;10;0.798;80;0;186
605;CLI607;1;29;3;2;1;3;3;19863;22;1.857;30;1;390
606;CLI608;1;56;0;0;1;5;1;48093;14;1.228;30;1;220
607;CLI609;1;74;2;0;0;1;1;111414;5;1.385;120;0;331
608;CLI610;1;42;0;0;2;2;3;37125;14;1.652;50;1;366
609;CLI611;0;44;5;0;1;1;1;101202;19;1.284;50;0;322
610;CLI612;0;50;0;0;2;2;1;86613;12;0.955;50;1;150
611;CLI613;1;53;0;0;2;4;1;33805;0;0.642;30;0;48
612;CLI614;0;76;8;0;2;2;1;52511;22;1.326;30;1;348
613;CLI615;1;23;3;2;1;5;2;19163;26;2.168;30;1;368
614;CLI616;0;53;4;0;0;1;1;44477;26;1.385;30;0;457
615;CLI617;0;20;3;2;1;3;2;15433;8;2.513;30;1;258
616;CLI618;1;79;0;0;1;3;0;29341;8;1.482;30;1;323
617;CLI619;1;94;8;0;1;1;0;57364;37;0.955;30;0;495
618;CLI620;0;23;6;2;1;5;2;19125;32;2.064;30;0;144
619;CLI621;0;53;0;0;1;1;1;114553;43;1.6;50;0;124
620;CLI622;0;41;7;1;1;1;3;49249;23;0.847;50;0;429
621;CLI623;1;31;3;2;1;5;3;26158;0;1.698;30;1;229
622;CLI624;1;61;7;0;1;2;1;116054;11;1.424;50;0;105
623;CLI625;0;62;0;0;1;2;1;39652;33;1.326;50;0;173
624;CLI626;1;55;5;0;1;2;1;127784;25;1.091;50;0;437
625;CLI627;1;23;3;2;1;4;2;19369;39;2.616;30;0;370
626;CLI628;1;20;3;2;1;6;2;19274;21;14.085;30;1;399
627;CLI629;1;75;8;0;0;2;1;32483;44;1.228;30;0;47
628;CLI630;1;52;0;0;1;1;1;47594;25;1.619;50;0;521
629;CLI631;1;83;8;0;0;2;0;66863;19;1.365;30;0;456
630;CLI632;1;55;0;0;2;4;1;59289;5;0.837;80;0;481
631;CLI633;1;34;3;1;1;4;3;25706;29;1.882;30;0;163
632;CLI634;0;33;0;1;1;3;3;21461;4;0.732;30;0;302
633;CLI635;0;45;0;0;1;4;1;98720;30;0.732;30;1;240
634;CLI636;1;45;2;0;0;2;1;102896;42;1.123;120;0;235
635;CLI637;0;39;3;1;1;1;3;28214;29;1.744;30;1;316
636;CLI638;1;41;3;1;1;1;3;72247;13;1.606;50;0;416
637;CLI639;1;66;7;0;1;1;1;110115;6;0.857;50;1;282
638;CLI640;1;55;5;0;2;3;1;46036;10;1.111;30;0;293
639;CLI641;1;40;0;1;2;2;3;70482;11;0.87;50;0;553
640;CLI642;0;29;6;2;1;3;3;26931;40;3.065;30;0;165
641;CLI643;1;68;8;0;0;2;1;108965;13;0.564;120;1;190
642;CLI644;1;24;3;2;1;4;2;15092;44;2.375;30;0;544
643;CLI645;0;21;3;2;1;3;2;13233;15;2.789;30;0;424
644;CLI646;0;50;0;0;2;5;1;61412;27;1.17;30;0;97
645;CLI647;0;34;5;1;1;4;3;31170;2;1.813;30;1;330
646;CLI648;1;62;0;0;2;3;1;65647;18;1.111;80;1;208
647;CLI649;0;68;8;0;1;5;1;102360;16;0.7;30;1;166
648;CLI650;0;28;3;2;1;3;3;25873;32;2.478;30;0;129
649;CLI651;0;80;8;0;1;1;0;101271;41;0.681;50;0;531
650;CLI652;1;68;5;0;2;4;1;87946;45;0.7;80;0;137
651;CLI653;1;51;7;0;2;3;1;71977;7;1.639;30;1;189
652;CLI654;0;56;0;0;1;1;1;58346;43;15.215;50;1;370
653;CLI655;1;28;2;2;0;2;3;22807;5;2.133;30;1;383
654;CLI656;1;73;2;0;0;2;1;80730;28;0.876;120;0;543
655;CLI657;1;30;6;2;1;2;3;18167;29;1.215;30;1;109
656;CLI658;1;96;2;0;1;2;0;123807;34;1.248;120;0;318
657;CLI659;0;52;0;0;1;1;1;47074;16;1.717;50;0;128
658;CLI660;1;63;0;0;2;4;1;113728;11;1.072;80;0;31
659;CLI661;1;66;0;0;2;4;1;82677;34;1.717;80;0;501
660;CLI662;1;44;2;0;0;5;1;126960;28;1.951;200;0;341
661;CLI663;0;35;5;1;1;1;3;20235;42;1.491;30;0;86
662;CLI664;1;31;3;2;1;3;3;18347;31;0.87;30;0;469
663;CLI665;1;43;5;0;1;3;3;105632;5;1.192;30;0;501
664;CLI666;0;52;6;0;1;1;1;80278;30;0.974;50;0;278
665;CLI667;0;43;8;0;1;1;3;82364;31;0.87;50;0;540
666;CLI668;1;31;7;2;1;1;3;26094;38;0.686;30;0;365
667;CLI669;1;76;0;0;2;3;1;104886;32;1.424;80;1;384
668;CLI670;0;46;0;0;1;1;1;55564;8;1.287;50;0;462
669;CLI671;0;51;4;0;1;1;1;45038;40;1.052;50;0;504
670;CLI672;0;25;6;2;1;3;2;21745;17;2.202;30;1;241
671;CLI673;1;50;0;0;1;5;1;32960;22;1.737;30;0;230
672;CLI674;0;42;5;0;2;4;3;58663;9;1.767;30;0;534
673;CLI675;0;78;8;0;0;3;1;91466;7;0.564;30;0;483
674;CLI676;0;29;5;2;1;2;3;21874;29;2.271;30;0;496
675;CLI677;0;66;0;0;0;2;1;85100;35;0.994;50;1;272
676;CLI678;0;51;0;0;2;2;1;108071;26;0.994;50;0;129
677;CLI679;1;43;7;0;2;4;3;111208;35;1.997;30;0;287
678;CLI680;0;20;3;2;1;3;2;13993;5;1.029;30;0;465
679;CLI681;1;29;5;2;2;2;3;22120;14;2.375;30;0;370
680;CLI682;1;58;0;0;0;2;1;38925;3;1.482;50;0;282
681;CLI683;1;44;7;0;2;2;1;62004;7;0.801;50;0;438
682;CLI684;1;84;2;0;1;7;0;97332;0;1.658;30;0;173
683;CLI685;1;29;7;2;2;3;3;23322;46;2.202;30;0;112
684;CLI686;0;72;0;0;2;2;1;62023;30;0.759;50;0;599
685;CLI687;0;41;0;1;1;2;3;100922;22;1.514;50;1;256
686;CLI688;1;28;3;2;1;4;3;26026;24;2.03;30;0;512
687;CLI689;0;23;4;2;1;5;2;22166;14;2.927;30;0;191
688;CLI690;0;28;3;2;1;4;3;22029;22;2.099;30;0;131
689;CLI691;1;25;3;2;1;5;2;23098;6;2.651;30;1;371
690;CLI692;0;33;3;1;1;6;3;29206;25;1.583;30;0;355
691;CLI693;0;33;5;1;1;4;3;19350;39;1.698;30;0;182
692;CLI694;1;46;7;0;2;4;1;110792;18;0.994;30;0;62
693;CLI695;0;89;8;0;0;2;0;78417;42;0.779;120;1;228
694;CLI696;1;54;7;0;2;5;1;27662;32;1.15;30;0;35
695;CLI697;1;35;3;1;1;3;3;30102;13;0.663;30;0;108
696;CLI698;0;47;0;0;2;4;1;91518;42;0.661;80;1;398
697;CLI699;1;29;2;2;0;4;3;28150;21;2.789;30;0;146
698;CLI700;0;74;0;0;1;2;1;61867;27;1.737;30;0;147
699;CLI701;1;97;2;0;1;1;0;86329;16;1.443;120;0;63
700;CLI702;0;44;3;0;1;4;1;69956;42;1.008;30;1;344
701;CLI703;0;53;0;0;1;4;1;105261;22;1.443;80;0;227
702;CLI704;1;20;3;2;1;3;2;20213;27;2.892;30;0;175
703;CLI705;1;43;8;0;2;3;3;73478;10;2.02;30;0;277
704;CLI706;1;67;7;0;0;5;1;66429;32;15.215;30;0;506
705;CLI707;0;56;0;0;0;4;1;67078;35;1.267;80;0;49
706;CLI708;0;28;4;2;2;2;3;23654;8;3.065;30;0;193
707;CLI709;1;39;0;1;1;3;3;25314;27;1.974;30;0;557
708;CLI710;1;51;2;0;0;2;1;44106;18;1.287;30;0;34
709;CLI711;0;58;1;0;0;3;1;69133;44;1.267;30;1;364
710;CLI712;1;53;7;0;1;1;1;22140;32;0.818;30;1;233
711;CLI713;1;83;8;0;1;2;0;28524;47;0.857;30;1;214
712;CLI714;1;25;3;2;1;3;2;30263;2;1.754;30;0;581
713;CLI715;1;32;5;1;1;2;3;24951;26;1.376;30;0;530
714;CLI716;1;51;0;0;1;2;1;71796;5;1.697;30;0;97
715;CLI717;0;67;6;0;1;1;1;100153;46;1.052;50;0;353
716;CLI718;0;41;0;1;1;1;3;23791;5;1.514;30;1;361
717;CLI719;0;25;3;2;1;5;2;30119;48;2.685;30;0;533
718;CLI720;1;23;3;2;1;8;2;15931;7;2.754;30;1;290
719;CLI721;0;36;3;1;1;4;3;30275;4;1.008;30;0;228
720;CLI722;1;81;2;0;1;1;0;84165;0;11.305;120;1;397
721;CLI723;1;45;7;0;1;2;1;87097;12;1.652;120;1;121
722;CLI724;0;64;4;0;0;4;1;125735;21;11.305;80;0;89
723;CLI725;1;28;7;2;2;2;3;26876;23;1.305;30;0;441
724;CLI726;1;36;6;1;1;3;3;27740;4;1.652;30;0;338
725;CLI727;1;47;5;0;1;2;1;81225;3;0.876;120;1;127
726;CLI728;1;28;2;2;1;2;3;29967;43;1.65;30;0;380
727;CLI729;0;29;4;2;1;1;3;31151;14;3.03;30;0;199
728;CLI730;1;24;3;2;1;5;2;13239;38;2.064;30;0;314
729;CLI731;1;31;0;2;2;2;3;29146;27;0.778;30;0;307
730;CLI732;0;40;7;1;1;1;3;43504;6;1.192;50;0;573
731;CLI733;0;31;3;2;1;3;3;31197;39;1.744;30;1;400
732;CLI734;1;94;0;0;0;4;0;110878;17;0.74;80;1;207
733;CLI735;1;33;7;1;1;1;3;21010;33;2.02;30;0;178
734;CLI736;1;47;3;0;0;2;1;108857;24;0.681;50;0;402
735;CLI737;1;90;2;0;0;2;0;50159;37;1.717;30;0;253
736;CLI738;1;53;2;0;0;5;1;124396;27;1.58;200;0;98
737;CLI739;0;20;3;2;1;3;2;18394;19;2.996;30;1;379
738;CLI740;1;58;4;0;1;2;1;101798;36;1.385;50;0;532
739;CLI741;1;55;0;0;2;4;1;77913;30;1.58;80;0;585
740;CLI742;0;43;4;0;2;6;3;42710;16;1.698;30;1;362
741;CLI743;0;39;4;1;2;6;3;31974;12;1.79;30;1;210
742;CLI744;1;31;7;2;1;3;3;20551;49;1.031;30;0;270
743;CLI745;0;36;4;1;1;3;3;21072;35;1.399;30;0;475
744;CLI746;0;39;3;1;1;3;3;22220;43;1.836;30;0;60
745;CLI747;1;53;7;0;2;4;1;129804;41;0.994;80;0;416
746;CLI748;0;55;0;0;0;3;1;46073;31;0.974;30;0;47
747;CLI749;1;52;7;0;2;4;1;82954;27;0.818;30;1;115
748;CLI750;0;55;0;0;1;1;1;27702;35;1.639;30;0;47
749;CLI751;1;62;0;0;1;4;1;115997;23;1.052;80;0;227
750;CLI752;0;29;3;2;1;1;3;21141;1;2.03;30;0;203
751;CLI753;1;23;3;2;1;4;2;23777;19;1.892;30;0;571
752;CLI754;1;67;7;0;2;4;1;27121;3;0.759;30;0;449
753;CLI755;0;97;8;0;0;2;0;107718;1;1.365;120;1;331
754;CLI756;1;79;6;0;1;2;0;107243;1;1.717;120;0;228
755;CLI757;1;67;0;0;1;2;1;47768;37;1.17;50;0;458
756;CLI758;0;50;4;0;1;1;1;55986;24;1.209;30;1;307
757;CLI759;0;56;4;0;2;5;1;86970;42;0.837;30;0;518
758;CLI760;1;46;0;0;1;2;1;97877;29;0.564;50;0;597
759;CLI761;1;65;7;0;2;3;1;78224;38;1.346;30;1;135
760;CLI762;0;50;3;0;1;1;1;22386;40;1.228;30;0;524
761;CLI763;0;75;0;0;2;3;1;119254;23;1.072;80;0;375
762;CLI764;0;94;8;0;0;2;0;33195;3;1.326;30;0;306
763;CLI765;1;51;5;0;2;4;1;43937;19;0.798;30;0;271
764;CLI766;0;35;0;1;2;2;3;20194;29;0.663;30;0;227
765;CLI767;0;77;4;0;1;1;1;33429;45;0.857;30;0;292
766;CLI768;1;41;7;1;1;1;3;115019;29;1.054;50;1;204
767;CLI769;0;33;6;1;1;4;3;18885;33;1.974;30;0;392
768;CLI770;0;36;4;1;1;2;3;28371;14;1.997;30;0;465
