Unnamed: 0,Edad,Profesion,Experiencia laboral,Gastoscore,Family_Size,Generacion,Ingresos anuales brutos,Provincia,Digital_encuesta,Gasto_medio_mensual_cuota,Dias_cliente,Cluster asignado
475,74,8,0,1,2,1,42732,20,1.287,30,294,0
476,52,0,0,0,4,1,120328,14,1.248,200,555,4
477,75,8,0,0,2,1,119699,14,1.385,50,381,4
478,33,3,1,1,5,3,24564,17,1.169,30,337,2
479,53,7,0,1,1,1,26593,47,0.779,30,575,2
480,47,0,0,1,1,1,91724,37,1.091,50,145,1
481,36,3,1,1,2,3,18653,0,0.732,30,100,2
482,34,3,1,2,5,3,19709,18,1.698,30,187,2
483,35,3,1,1,2,3,23215,21,0.824,30,513,2
484,23,3,2,1,4,2,17793,22,12.015,30,363,2
485,32,1,1,1,4,3,24844,31,1.721,30,321,2
486,39,0,1,1,2,3,23359,16,0.663,30,48,2
487,51,0,0,1,3,1,102512,24,1.561,30,297,1
488,42,0,0,0,2,3,50875,24,1.537,50,287,0
489,35,3,1,1,3,3,31700,42,1.491,30,492,2
490,31,0,2,1,7,3,23122,34,0.847,30,358,2
491,75,8,0,1,1,1,112345,31,0.974,50,502,4
492,50,0,0,1,1,1,61925,23,1.58,50,458,3
493,64,0,0,2,3,1,33639,34,0.798,30,228,2
494,31,7,2,1,2,3,25391,19,0.709,30,107,2
495,35,3,1,1,3,3,30346,45,2.066,30,50,2
496,33,5,1,1,1,3,24766,15,1.169,30,505,2
497,46,1,0,2,4,1,120002,3,0.779,200,326,4
498,24,8,2,1,6,2,16393,4,2.927,30,104,2
499,45,0,0,1,3,1,70725,41,1.261,30,496,3
500,20,3,2,1,4,2,21815,25,1.581,30,339,2
501,32,3,1,1,3,3,18450,24,1.629,30,267,2
502,36,3,1,1,3,3,21532,30,1.215,30,182,2
503,52,0,0,1,1,1,108358,20,1.365,120,276,4
504,63,5,0,1,2,1,116106,37,1.072,50,515,4
505,40,2,1,1,3,3,92218,23,1.836,30,184,1
506,63,2,0,0,3,1,28816,34,1.658,30,248,2
507,20,3,2,1,2,2,14079,1,2.478,30,528,2
508,57,0,0,2,5,1,29517,19,0.876,30,115,2
509,57,0,0,2,6,1,77948,43,1.443,30,578,3
510,56,0,0,1,4,1,76096,11,1.267,30,427,3
511,41,7,1,2,2,3,113239,47,1.146,50,476,4
512,40,6,1,1,1,3,68924,15,1.307,50,168,3
513,32,3,1,1,3,3,26351,1,1.79,30,113,2
514,50,0,0,2,4,1,117783,19,1.678,80,362,4
515,67,0,0,1,1,1,85437,46,0.74,50,243,1
516,57,7,0,2,4,1,96695,6,0.798,80,544,1
517,54,1,0,1,1,1,81575,6,1.189,50,341,3
518,44,7,0,2,2,1,104006,0,1.951,50,104,1
519,34,3,1,1,5,3,27324,12,1.123,30,581,2
520,46,7,0,1,3,1,50845,15,0.994,30,158,0
521,56,4,0,2,5,1,80666,27,1.482,30,101,3
522,46,3,0,1,1,1,123873,38,15.215,50,380,4
523,32,5,1,1,4,3,24778,22,0.962,30,299,2
524,36,3,1,1,1,3,28988,1,1.813,30,198,2
525,30,3,2,1,3,3,19387,44,1.514,30,263,2
526,23,3,2,1,4,2,19003,25,2.72,30,432,2
527,39,0,1,2,3,3,30332,1,1.054,30,266,2
528,46,5,0,1,1,1,87433,16,1.424,50,115,1
529,45,0,0,1,1,1,43735,47,1.698,50,243,0
530,43,0,0,1,3,3,99287,12,1.928,30,550,1
531,31,5,2,1,1,3,30104,33,1.468,30,364,2
532,50,4,0,2,1,1,83134,39,1.091,50,297,3
533,67,5,0,2,2,1,93005,35,0.974,50,308,1
534,68,0,0,2,4,1,124263,8,0.955,80,416,4
535,72,7,0,2,2,1,54928,36,1.17,50,564,0
536,50,5,0,2,2,1,74599,22,1.482,50,486,3
537,29,4,2,1,2,3,21680,42,1.443,30,379,2
538,28,0,2,1,5,3,24973,12,2.237,30,114,2
539,50,0,0,2,4,1,25789,15,1.072,30,367,2
540,47,2,0,0,4,1,49093,24,1.404,30,355,0
541,54,2,0,0,3,1,110237,12,0.74,80,315,4
542,61,0,0,2,2,1,37614,16,0.603,50,589,0
543,41,0,1,1,1,3,59680,15,1.238,50,548,0
544,72,7,0,0,2,1,46258,1,0.7,50,60,0
545,35,8,1,1,5,3,19417,33,1.537,30,514,2
546,43,4,0,1,3,3,23890,46,0.939,30,126,2
547,44,0,0,2,2,1,86087,2,1.675,50,156,1
548,79,7,0,2,3,0,112958,20,1.17,80,200,4
549,42,1,0,1,1,3,40010,10,1.376,30,247,0
550,29,6,2,1,5,3,20704,7,13.395,30,257,2
551,33,5,1,1,3,3,28786,18,0.824,30,136,2
552,56,1,0,1,1,1,100155,10,1.013,50,400,1
553,63,6,0,1,4,1,40138,46,0.798,30,264,0
554,34,3,1,1,1,3,30112,8,1.1,30,522,2
555,43,0,0,1,1,3,76468,4,1.997,50,250,3
556,33,4,1,1,4,3,25249,0,1.284,30,374,2
557,47,0,0,2,3,1,36106,21,1.58,30,381,2
558,30,3,2,1,1,3,25731,48,1.031,30,217,2
559,51,0,0,2,4,1,103734,40,0.915,30,231,1
560,47,0,0,1,2,1,25968,38,1.561,30,393,2
561,76,8,0,1,1,1,121626,22,1.111,50,386,4
562,31,7,2,2,4,3,31279,27,1.146,30,406,2
563,47,7,0,1,1,1,24629,30,1.111,30,100,2
564,30,3,2,1,5,3,24546,16,1.077,30,77,2
565,31,3,2,1,3,3,26060,10,1.146,30,501,2
566,36,0,1,1,4,3,24679,41,1.606,30,229,2
567,33,4,1,1,1,3,31449,25,1.951,30,198,2
568,64,3,0,1,2,1,90868,40,1.404,120,478,1
569,42,4,0,1,4,3,42383,11,1.537,30,199,0
570,34,0,1,1,4,3,27578,34,1.491,30,119,2
571,35,2,1,2,5,3,31907,31,1.491,30,275,2
572,50,0,0,2,4,1,54168,16,0.661,30,399,0
573,73,0,0,1,3,1,122787,39,1.619,80,347,4
574,56,0,0,2,3,1,68496,6,1.717,80,224,3
575,65,0,0,2,2,1,39180,9,1.639,50,399,0
576,44,4,0,1,1,1,120411,30,2.043,50,576,4
577,51,0,0,2,5,1,102558,22,1.326,30,39,1
578,22,3,2,1,6,2,12266,46,2.996,30,259,2
579,92,8,0,0,2,0,22751,22,1.639,30,499,2
580,45,6,0,1,1,1,112217,12,1.399,50,474,4
581,56,0,0,2,3,1,77602,2,0.642,30,412,3
582,63,7,0,2,5,1,100628,42,0.622,30,135,1
583,36,5,1,1,1,3,30886,32,1.928,30,458,2
584,28,6,2,1,3,3,28251,24,2.34,30,401,2
585,61,0,0,2,3,1,126764,21,1.737,80,213,4
586,62,2,0,0,4,1,37583,36,1.209,30,292,0
587,85,8,0,1,1,0,128626,14,11.305,50,276,4
588,33,3,1,1,2,3,18565,12,1.836,30,35,2
589,25,3,2,1,5,2,30696,46,0.995,30,129,2
590,47,0,0,1,4,1,47465,41,1.717,30,493,0
591,43,7,0,1,1,3,96178,12,1.422,50,58,1
592,32,2,1,0,2,3,24426,46,0.732,30,121,2
593,41,5,1,1,2,3,64489,8,2.043,50,387,3
594,50,4,0,1,2,1,93899,48,0.681,120,217,1
595,53,2,0,0,2,1,109223,7,1.6,120,490,4
596,30,7,2,2,4,3,29117,16,1.583,30,131,2
597,66,7,0,1,4,1,125516,10,1.15,200,337,4
598,50,7,0,2,3,1,23355,46,1.052,30,570,2
599,34,3,1,1,1,3,29054,40,1.169,30,482,2
600,36,5,1,1,4,3,22249,46,1.813,30,228,2
601,20,8,2,0,4,2,14920,32,1.374,30,272,2
602,53,0,0,2,3,1,124702,2,1.306,80,170,4
603,91,8,0,1,2,0,72922,23,0.661,30,291,3
604,63,2,0,1,4,1,63292,10,0.798,80,186,3
605,29,3,2,1,3,3,19863,22,1.857,30,390,2
606,56,0,0,1,5,1,48093,14,1.228,30,220,0
607,74,2,0,0,1,1,111414,5,1.385,120,331,4
608,42,0,0,2,2,3,37125,14,1.652,50,366,0
609,44,5,0,1,1,1,101202,19,1.284,50,322,1
610,50,0,0,2,2,1,86613,12,0.955,50,150,1
611,53,0,0,2,4,1,33805,0,0.642,30,48,2
612,76,8,0,2,2,1,52511,22,1.326,30,348,0
613,23,3,2,1,5,2,19163,26,2.168,30,368,2
614,53,4,0,0,1,1,44477,26,1.385,30,457,0
615,20,3,2,1,3,2,15433,8,2.513,30,258,2
616,79,0,0,1,3,0,29341,8,1.482,30,323,2
617,94,8,0,1,1,0,57364,37,0.955,30,495,0
618,23,6,2,1,5,2,19125,32,2.064,30,144,2
619,53,0,0,1,1,1,114553,43,1.6,50,124,4
620,41,7,1,1,1,3,49249,23,0.847,50,429,0
621,31,3,2,1,5,3,26158,0,1.698,30,229,2
622,61,7,0,1,2,1,116054,11,1.424,50,105,4
623,62,0,0,1,2,1,39652,33,1.326,50,173,0
624,55,5,0,1,2,1,127784,25,1.091,50,437,4
625,23,3,2,1,4,2,19369,39,2.616,30,370,2
626,20,3,2,1,6,2,19274,21,14.085,30,399,2
627,75,8,0,0,2,1,32483,44,1.228,30,47,2
628,52,0,0,1,1,1,47594,25,1.619,50,521,0
629,83,8,0,0,2,0,66863,19,1.365,30,456,3
630,55,0,0,2,4,1,59289,5,0.837,80,481,0
631,34,3,1,1,4,3,25706,29,1.882,30,163,2
632,33,0,1,1,3,3,21461,4,0.732,30,302,2
633,45,0,0,1,4,1,98720,30,0.732,30,240,1
634,45,2,0,0,2,1,102896,42,1.123,120,235,1
635,39,3,1,1,1,3,28214,29,1.744,30,316,2
636,41,3,1,1,1,3,72247,13,1.606,50,416,3
637,66,7,0,1,1,1,110115,6,0.857,50,282,4
638,55,5,0,2,3,1,46036,10,1.111,30,293,0
639,40,0,1,2,2,3,70482,11,0.87,50,553,3
640,29,6,2,1,3,3,26931,40,3.065,30,165,2
641,68,8,0,0,2,1,108965,13,0.564,120,190,4
642,24,3,2,1,4,2,15092,44,2.375,30,544,2
643,21,3,2,1,3,2,13233,15,2.789,30,424,2
644,50,0,0,2,5,1,61412,27,1.17,30,97,3
645,34,5,1,1,4,3,31170,2,1.813,30,330,2
646,62,0,0,2,3,1,65647,18,1.111,80,208,3
647,68,8,0,1,5,1,102360,16,0.7,30,166,1
648,28,3,2,1,3,3,25873,32,2.478,30,129,2
649,80,8,0,1,1,0,101271,41,0.681,50,531,1
650,68,5,0,2,4,1,87946,45,0.7,80,137,1
651,51,7,0,2,3,1,71977,7,1.639,30,189,3
652,56,0,0,1,1,1,58346,43,15.215,50,370,0
653,28,2,2,0,2,3,22807,5,2.133,30,383,2
654,73,2,0,0,2,1,80730,28,0.876,120,543,3
655,30,6,2,1,2,3,18167,29,1.215,30,109,2
656,96,2,0,1,2,0,123807,34,1.248,120,318,4
657,52,0,0,1,1,1,47074,16,1.717,50,128,0
658,63,0,0,2,4,1,113728,11,1.072,80,31,4
659,66,0,0,2,4,1,82677,34,1.717,80,501,3
660,44,2,0,0,5,1,126960,28,1.951,200,341,4
661,35,5,1,1,1,3,20235,42,1.491,30,86,2
662,31,3,2,1,3,3,18347,31,0.87,30,469,2
663,43,5,0,1,3,3,105632,5,1.192,30,501,1
664,52,6,0,1,1,1,80278,30,0.974,50,278,3
665,43,8,0,1,1,3,82364,31,0.87,50,540,3
666,31,7,2,1,1,3,26094,38,0.686,30,365,2
667,76,0,0,2,3,1,104886,32,1.424,80,384,1
668,46,0,0,1,1,1,55564,8,1.287,50,462,0
669,51,4,0,1,1,1,45038,40,1.052,50,504,0
670,25,6,2,1,3,2,21745,17,2.202,30,241,2
671,50,0,0,1,5,1,32960,22,1.737,30,230,2
672,42,5,0,2,4,3,58663,9,1.767,30,534,0
673,78,8,0,0,3,1,91466,7,0.564,30,483,1
674,29,5,2,1,2,3,21874,29,2.271,30,496,2
675,66,0,0,0,2,1,85100,35,0.994,50,272,1
676,51,0,0,2,2,1,108071,26,0.994,50,129,4
677,43,7,0,2,4,3,111208,35,1.997,30,287,4
678,20,3,2,1,3,2,13993,5,1.029,30,465,2
679,29,5,2,2,2,3,22120,14,2.375,30,370,2
680,58,0,0,0,2,1,38925,3,1.482,50,282,0
681,44,7,0,2,2,1,62004,7,0.801,50,438,3
682,84,2,0,1,7,0,97332,0,1.658,30,173,1
683,29,7,2,2,3,3,23322,46,2.202,30,112,2
684,72,0,0,2,2,1,62023,30,0.759,50,599,3
685,41,0,1,1,2,3,100922,22,1.514,50,256,1
686,28,3,2,1,4,3,26026,24,2.03,30,512,2
687,23,4,2,1,5,2,22166,14,2.927,30,191,2
688,28,3,2,1,4,3,22029,22,2.099,30,131,2
689,25,3,2,1,5,2,23098,6,2.651,30,371,2
690,33,3,1,1,6,3,29206,25,1.583,30,355,2
691,33,5,1,1,4,3,19350,39,1.698,30,182,2
692,46,7,0,2,4,1,110792,18,0.994,30,62,4
693,89,8,0,0,2,0,78417,42,0.779,120,228,3
694,54,7,0,2,5,1,27662,32,1.15,30,35,2
695,35,3,1,1,3,3,30102,13,0.663,30,108,2
696,47,0,0,2,4,1,91518,42,0.661,80,398,1
697,29,2,2,0,4,3,28150,21,2.789,30,146,2
698,74,0,0,1,2,1,61867,27,1.737,30,147,3
699,97,2,0,1,1,0,86329,16,1.443,120,63,1
700,44,3,0,1,4,1,69956,42,1.008,30,344,3
701,53,0,0,1,4,1,105261,22,1.443,80,227,1
702,20,3,2,1,3,2,20213,27,2.892,30,175,2
703,43,8,0,2,3,3,73478,10,2.02,30,277,3
704,67,7,0,0,5,1,66429,32,15.215,30,506,3
705,56,0,0,0,4,1,67078,35,1.267,80,49,3
706,28,4,2,2,2,3,23654,8,3.065,30,193,2
707,39,0,1,1,3,3,25314,27,1.974,30,557,2
708,51,2,0,0,2,1,44106,18,1.287,30,34,0
709,58,1,0,0,3,1,69133,44,1.267,30,364,3
710,53,7,0,1,1,1,22140,32,0.818,30,233,2
711,83,8,0,1,2,0,28524,47,0.857,30,214,2
712,25,3,2,1,3,2,30263,2,1.754,30,581,2
713,32,5,1,1,2,3,24951,26,1.376,30,530,2
714,51,0,0,1,2,1,71796,5,1.697,30,97,3
715,67,6,0,1,1,1,100153,46,1.052,50,353,1
716,41,0,1,1,1,3,23791,5,1.514,30,361,2
717,25,3,2,1,5,2,30119,48,2.685,30,533,2
718,23,3,2,1,8,2,15931,7,2.754,30,290,2
719,36,3,1,1,4,3,30275,4,1.008,30,228,2
720,81,2,0,1,1,0,84165,0,11.305,120,397,1
721,45,7,0,1,2,1,87097,12,1.652,120,121,1
722,64,4,0,0,4,1,125735,21,11.305,80,89,4
723,28,7,2,2,2,3,26876,23,1.305,30,441,2
724,36,6,1,1,3,3,27740,4,1.652,30,338,2
725,47,5,0,1,2,1,81225,3,0.876,120,127,3
726,28,2,2,1,2,3,29967,43,1.65,30,380,2
727,29,4,2,1,1,3,31151,14,3.03,30,199,2
728,24,3,2,1,5,2,13239,38,2.064,30,314,2
729,31,0,2,2,2,3,29146,27,0.778,30,307,2
730,40,7,1,1,1,3,43504,6,1.192,50,573,0
731,31,3,2,1,3,3,31197,39,1.744,30,400,2
732,94,0,0,0,4,0,110878,17,0.74,80,207,4
733,33,7,1,1,1,3,21010,33,2.02,30,178,2
734,47,3,0,0,2,1,108857,24,0.681,50,402,4
735,90,2,0,0,2,0,50159,37,1.717,30,253,0
736,53,2,0,0,5,1,124396,27,1.58,200,98,4
737,20,3,2,1,3,2,18394,19,2.996,30,379,2
738,58,4,0,1,2,1,101798,36,1.385,50,532,1
739,55,0,0,2,4,1,77913,30,1.58,80,585,3
740,43,4,0,2,6,3,42710,16,1.698,30,362,0
741,39,4,1,2,6,3,31974,12,1.79,30,210,2
742,31,7,2,1,3,3,20551,49,1.031,30,270,2
743,36,4,1,1,3,3,21072,35,1.399,30,475,2
744,39,3,1,1,3,3,22220,43,1.836,30,60,2
745,53,7,0,2,4,1,129804,41,0.994,80,416,4
746,55,0,0,0,3,1,46073,31,0.974,30,47,0
747,52,7,0,2,4,1,82954,27,0.818,30,115,3
748,55,0,0,1,1,1,27702,35,1.639,30,47,2
749,62,0,0,1,4,1,115997,23,1.052,80,227,4
750,29,3,2,1,1,3,21141,1,2.03,30,203,2
751,23,3,2,1,4,2,23777,19,1.892,30,571,2
752,67,7,0,2,4,1,27121,3,0.759,30,449,2
753,97,8,0,0,2,0,107718,1,1.365,120,331,4
754,79,6,0,1,2,0,107243,1,1.717,120,228,4
755,67,0,0,1,2,1,47768,37,1.17,50,458,0
756,50,4,0,1,1,1,55986,24,1.209,30,307,0
757,56,4,0,2,5,1,86970,42,0.837,30,518,1
758,46,0,0,1,2,1,97877,29,0.564,50,597,1
759,65,7,0,2,3,1,78224,38,1.346,30,135,3
760,50,3,0,1,1,1,22386,40,1.228,30,524,2
761,75,0,0,2,3,1,119254,23,1.072,80,375,4
762,94,8,0,0,2,0,33195,3,1.326,30,306,2
763,51,5,0,2,4,1,43937,19,0.798,30,271,0
764,35,0,1,2,2,3,20194,29,0.663,30,227,2
765,77,4,0,1,1,1,33429,45,0.857,30,292,2
766,41,7,1,1,1,3,115019,29,1.054,50,204,4
767,33,6,1,1,4,3,18885,33,1.974,30,392,2
768,36,4,1,1,2,3,28371,14,1.997,30,465,2
769,67,3,0,1,3,1,84473,13,1.385,30,572,1
770,41,4,1,1,1,3,86978,10,1.882,50,297,1
771,35,7,1,1,2,3,18053,20,0.962,30,305,2
772,57,0,0,0,2,1,86325,6,0.779,50,246,1
773,46,7,0,2,3,1,75054,25,1.717,30,518,3
774,52,0,0,2,2,1,90054,29,1.541,50,510,1
775,57,0,0,1,2,1,101488,44,1.072,50,110,1
776,73,7,0,2,3,1,121722,37,0.681,80,164,4
777,31,4,2,1,6,3,18350,39,1.721,30,69,2
778,52,6,0,1,1,1,129921,19,0.603,50,515,4
779,57,7,0,2,3,1,32337,6,0.974,30,448,2
780,30,3,2,1,4,3,27874,20,1.905,30,223,2
781,62,0,0,2,5,1,50750,43,1.463,30,130,0
782,58,4,0,2,6,1,32256,2,1.697,30,320,2
783,50,0,0,2,4,1,61137,34,0.622,80,328,3
784,41,1,1,1,1,3,103556,30,1.307,120,500,1
785,40,0,1,2,4,3,88612,0,1.721,30,315,1
786,28,7,2,1,3,3,25736,26,1.892,30,490,2
787,50,0,0,2,2,1,71425,2,0.994,50,378,3
788,79,1,0,1,1,0,123312,31,1.541,50,280,4
789,39,7,1,1,3,3,22474,5,1.744,30,254,2
790,79,8,0,0,2,0,99019,13,1.209,50,131,1
791,34,0,1,1,4,3,24384,42,1.56,30,560,2
792,52,7,0,2,3,1,41542,23,1.15,30,180,0
793,22,3,2,1,3,2,22911,5,2.513,30,147,2
794,80,8,0,1,2,0,129072,38,0.759,50,324,4
795,32,5,1,0,2,3,26811,16,1.675,30,152,2
796,28,7,2,2,2,3,23798,33,2.064,30,194,2
797,57,2,0,0,4,1,33861,10,0.974,30,226,2
798,30,0,2,1,6,3,29780,40,0.755,30,269,2
799,57,2,0,2,4,1,78668,6,0.661,80,206,3
800,54,0,0,1,1,1,60816,22,1.443,50,94,3
801,66,8,0,2,4,1,88596,47,0.661,30,137,1
802,50,6,0,1,1,1,47110,10,0.915,50,52,0
803,65,0,0,1,1,1,72461,26,1.365,50,519,3
804,20,3,2,1,5,2,18518,48,0.995,30,348,2
805,20,3,2,1,3,2,22808,9,1.443,30,265,2
806,61,0,0,1,1,1,25497,25,1.17,30,144,2
807,65,7,0,1,1,1,110834,19,1.678,50,56,4
808,24,3,2,1,2,2,19529,12,1.754,30,522,2
809,57,2,0,0,4,1,118573,17,1.482,80,322,4
810,56,0,0,2,3,1,39054,4,1.58,30,519,0
811,39,2,1,0,5,3,23076,25,1.468,30,30,2
812,29,2,2,1,3,3,20267,7,2.789,30,194,2
813,42,7,0,2,2,3,76967,47,1.629,50,522,3
814,47,5,0,1,4,1,108890,17,1.678,80,159,4
815,45,7,0,1,2,1,38522,47,1.376,50,378,0
816,30,1,2,1,1,3,26455,27,1.215,30,240,2
817,66,8,0,1,1,1,96130,6,1.111,50,432,1
818,28,5,2,1,4,3,30682,44,12.705,30,154,2
819,20,3,2,1,5,2,14944,6,2.996,30,356,2
820,52,0,0,2,4,1,90689,43,1.267,80,240,1
821,78,6,0,1,1,1,28006,44,0.915,30,161,2
822,35,7,1,1,3,3,20230,44,0.732,30,576,2
823,66,7,0,2,3,1,103361,6,1.287,80,209,1
824,36,3,1,1,1,3,19446,1,1.054,30,84,2
825,41,0,1,1,1,3,89479,46,1.261,50,469,1
826,53,1,0,1,1,1,48739,35,1.561,50,576,0
827,36,4,1,0,5,3,24924,15,1.261,30,115,2
828,75,0,0,2,2,1,103896,44,0.818,50,352,1
829,56,0,0,1,3,1,115197,33,1.737,30,192,4
830,57,2,0,1,4,1,63230,29,1.463,80,448,3
831,34,6,1,0,4,3,18652,49,1.008,30,311,2
832,43,4,0,1,1,3,22058,32,1.974,30,394,2
833,66,8,0,0,1,1,80622,2,1.365,50,193,3
834,55,2,0,0,3,1,62807,21,1.639,80,569,3
835,21,3,2,1,4,2,21347,12,3.099,30,348,2
836,20,3,2,1,6,2,13092,38,2.168,30,361,2
837,41,0,1,1,2,3,65812,45,1.008,50,269,3
838,55,5,0,2,3,1,73106,48,0.603,80,224,3
839,22,3,2,1,1,2,16616,45,1.098,30,478,2
840,21,3,2,1,6,2,12690,5,13.395,30,262,2
841,34,3,1,1,4,3,18097,20,1.008,30,276,2
842,58,5,0,2,2,1,51540,11,1.091,50,519,0
843,29,0,2,2,2,3,29161,9,1.305,30,121,2
844,41,3,1,1,3,3,32624,48,1.261,30,295,2
845,54,3,0,2,2,1,103064,42,1.717,120,86,1
846,77,7,0,1,1,1,54255,2,0.564,30,308,0
847,53,8,0,0,2,1,72220,36,0.779,30,113,3
848,23,3,2,1,4,2,13825,36,2.892,30,373,2
849,21,3,2,1,4,2,16688,34,1.581,30,496,2
850,67,8,0,0,1,1,57687,24,0.583,30,390,0
851,34,3,1,1,3,3,29241,31,1.376,30,249,2
852,72,8,0,0,3,1,21336,4,1.346,30,193,2
853,80,2,0,1,1,0,43517,26,1.6,30,443,0
854,55,0,0,2,3,1,23520,18,1.209,30,77,2
855,77,8,0,1,1,1,58235,34,1.404,50,226,0
856,64,4,0,1,1,1,92957,19,0.779,50,156,1
857,64,6,0,0,6,1,29197,6,1.619,30,314,2
858,20,3,2,1,2,2,16651,8,1.857,30,497,2
859,35,3,1,1,4,3,23911,12,1.652,30,549,2
860,44,8,0,1,1,1,74353,17,1.399,50,199,3
861,54,6,0,1,5,1,52339,25,0.818,30,168,0
862,39,0,1,1,1,3,21523,8,1.836,30,505,2
863,44,4,0,1,2,1,95803,21,0.732,50,565,1
864,33,6,1,1,4,3,26546,6,0.916,30,163,2
865,39,0,1,1,1,3,19423,6,1.813,30,569,2
866,31,5,2,1,5,3,28870,31,0.847,30,304,2
867,33,6,1,1,1,3,18058,14,1.836,30,344,2
868,43,3,0,2,2,3,71265,0,0.732,50,238,3
869,43,7,0,1,8,3,37696,20,1.192,30,324,0
870,29,4,2,0,7,3,30342,16,1.167,30,299,2
871,40,0,1,0,3,3,82120,16,0.732,30,562,3
872,29,1,2,1,1,3,31471,1,2.685,30,311,2
873,23,3,2,1,3,2,19266,22,2.202,30,198,2
874,50,0,0,1,1,1,74155,47,1.209,50,56,3
875,50,7,0,2,4,1,79280,34,0.564,30,332,3
876,69,0,0,2,3,1,104865,0,1.209,80,365,1
877,50,0,0,1,1,1,128329,33,1.072,50,240,4
878,30,3,2,0,2,3,19028,25,1.238,30,330,2
879,52,2,0,1,7,1,93455,49,1.306,30,324,1
880,40,0,1,2,4,3,75768,36,0.87,30,257,3
881,54,0,0,2,2,1,128179,0,1.717,50,329,4
882,28,5,2,1,4,3,22505,26,1.995,30,263,2
883,35,3,1,1,7,3,30499,29,1.238,30,203,2
884,45,2,0,0,3,1,96400,46,1.79,30,241,1
885,55,0,0,2,4,1,120880,22,1.58,80,85,4
886,69,0,0,0,2,1,65345,34,1.267,50,504,3
887,76,2,0,1,4,1,57473,39,0.7,30,341,0
888,68,4,0,1,1,1,103882,28,0.603,50,135,1
889,69,6,0,0,3,1,127478,3,1.033,80,304,4
890,40,0,1,1,2,3,89618,35,1.33,50,256,1
891,34,4,1,1,2,3,23298,15,1.537,30,137,2
892,50,7,0,1,2,1,125382,22,1.658,120,150,4
893,50,0,0,2,4,1,26148,44,1.404,30,452,2
894,29,5,2,1,3,3,23518,43,1.65,30,278,2
895,54,0,0,2,4,1,50717,15,0.896,30,552,0
896,42,6,0,1,3,3,64226,30,0.847,30,179,3
897,81,8,0,0,2,0,21450,34,1.678,30,206,2
898,67,8,0,1,1,1,77014,49,1.287,50,108,3
899,29,3,2,1,1,3,23399,30,1.305,30,145,2
900,77,8,0,0,2,1,97284,0,1.619,50,179,1
901,33,5,1,1,3,3,18822,23,1.376,30,535,2
902,63,0,0,2,4,1,122616,34,1.091,80,113,4
903,39,8,1,2,4,3,24438,28,1.238,30,274,2
904,22,3,2,1,3,2,13632,38,2.444,30,114,2
905,21,3,2,1,4,2,19230,43,1.823,30,156,2
906,57,0,0,1,3,1,118200,22,0.896,80,221,4
907,34,0,1,1,6,3,24029,39,1.192,30,107,2
908,24,6,2,1,3,2,23843,36,3.03,30,64,2
909,30,1,2,1,1,3,21728,19,1.445,30,287,2
910,43,0,0,1,3,3,44868,37,1.859,30,171,0
911,31,1,2,1,1,3,23742,28,1.583,30,538,2
912,65,4,0,2,4,1,52930,31,1.717,30,139,0
913,63,0,0,2,3,1,120166,2,1.091,80,400,4
914,28,3,2,1,4,3,20559,45,2.513,30,463,2
915,44,4,0,1,3,1,83124,10,1.284,30,497,3
916,58,0,0,1,2,1,119047,33,1.209,50,52,4
917,35,0,1,1,1,3,29259,33,1.33,30,271,2
918,77,0,0,1,2,1,92710,5,0.681,50,558,1
919,53,4,0,1,1,1,97426,24,0.603,50,324,1
920,83,8,0,0,2,0,68137,9,1.15,50,504,3
921,68,0,0,1,1,1,32399,31,1.052,30,238,2
922,45,0,0,2,6,1,65860,30,1.238,30,271,3
923,61,0,0,2,3,1,81157,25,0.759,80,421,3
924,39,0,1,1,1,3,28175,22,1.054,30,52,2
925,22,3,2,1,3,2,15959,38,2.306,30,106,2
926,22,3,2,1,3,2,20728,46,2.03,30,213,2
927,39,8,1,1,5,3,19933,5,1.031,30,164,2
928,62,7,0,2,3,1,87971,29,1.189,80,400,1
929,43,2,0,0,7,3,59268,10,1.123,30,573,0
930,46,7,0,1,3,1,81082,33,1.189,80,412,3
931,39,0,1,2,2,3,31973,11,1.882,30,365,2
932,39,4,1,1,1,3,29996,25,1.376,30,452,2
933,36,3,1,1,2,3,27020,7,1.951,30,113,2
934,46,0,0,1,2,1,29119,41,1.072,30,37,2
935,39,0,1,1,2,3,22333,21,1.169,30,438,2
936,30,3,2,1,3,3,25422,0,0.778,30,256,2
937,36,7,1,1,2,3,21115,2,1.491,30,122,2
938,35,0,1,1,1,3,26109,31,1.79,30,229,2
939,39,7,1,1,2,3,27023,22,1.008,30,227,2
940,24,3,2,1,9,2,14455,48,2.72,30,594,2
941,44,0,0,2,4,1,126703,17,1.422,200,117,4
942,56,0,0,2,2,1,23636,36,1.033,30,392,2
943,97,8,0,1,1,0,75893,36,1.111,50,184,3
944,90,8,0,0,2,0,34190,23,1.209,30,123,2
945,47,0,0,2,3,1,119303,28,0.837,80,324,4
946,32,6,1,1,4,3,20940,9,2.043,30,51,2
947,42,0,0,1,1,3,70389,4,0.939,50,525,3
948,41,0,1,2,3,3,83728,15,1.077,30,216,3
949,35,3,1,1,6,3,25136,16,1.997,30,435,2
950,29,7,2,1,4,3,19177,31,2.133,30,53,2
951,43,7,0,2,4,3,75802,39,0.87,30,284,3
952,47,0,0,1,1,1,47700,19,1.717,50,119,0
953,56,5,0,2,2,1,33623,12,0.857,30,344,2
